"enabled","id","category","status","title","date","authors","venue","keywords","labs","pdf_url","arxiv_url","github_url","project_url","featured","summary","notes"
"TRUE","sail-publications-cross-lingual-text-to-speech-via-hierarchical-style-transfer","efficient_learning_for_llms","published","Cross-lingual Text-to-Speech via Hierarchical Style Transfer","2024-01-01","S.-H. Lee, H.-Y. Choi, and S.-W. Lee","ICASSP Workshop 2024","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","ICASSP Workshop 2024 publication from SAIL.",""
"TRUE","sail-publications-dddm-vc-decoupled-denoising-diffusion-models-with-disentangled-representation-and-prior-mixup-for-verified-robust-voice-conversion","efficient_learning_for_llms","published","DDDM-VC: Decoupled Denoising Diffusion Models with Disentangled Representation and Prior Mixup for Verified Robust Voice Conversion","2024-01-01","H.-Y. Choi*, S.-H. Lee *, and S.-W. Lee","AAAI 2024","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","AAAI 2024 publication from SAIL.",""
"TRUE","sail-publications-diffprosody-diffusion-based-latent-prosody-generation-for-expressive-speech-synthesis-with-prosody-conditional-adversarial-training","efficient_learning_for_llms","published","DiffProsody: Diffusion-based Latent Prosody Generation for Expressive Speech Synthesis with Prosody Conditional Adversarial Training","2024-01-01","H.-S. Oh, S.-H. Lee, and S.-W. Lee","IEEE TASLP 2024","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","IEEE TASLP 2024 publication from SAIL.",""
"TRUE","sail-publications-midi-voice-expressive-zero-shot-singing-voice-synthesis-via-midi-driven-priors","efficient_learning_for_llms","published","MIDI-Voice: Expressive Zero-shot Singing Voice Synthesis via MIDI-driven Priors","2024-01-01","D.-M. Byun, S.-H. Lee, J.-S. Hwang, and S.-W. Lee","ICASSP 2024","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","ICASSP 2024 publication from SAIL.",""
"TRUE","sail-publications-transentence-speech-to-speech-translation-via-language-agnostic-sentence-level-speech-encoding-without-language-parallel-data","efficient_learning_for_llms","published","TranSentence: Speech-to-Speech Translation via Language-agnostic Sentence-level Speech Encoding without Language-parallel Data","2024-01-01","S.-B. Kim, S.-H. Lee, and S.-W. Lee","ICASSP 2024","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","ICASSP 2024 publication from SAIL.",""
"TRUE","biomedical-bapub0-deep-learning-using-computed-tomography-to","industrial_and_medical_ai","published","Deep Learning Using Computed Tomography to Identify High-Risk Patients for Acute Small Bowel Obstruction: Development and Validation of a Prediction Model: A Retrospective Cohort Study","2023-12-01","Seungmin Oh, Jongbin Ryu, Ho-Jung Shin, Jeong Ho Song, Sang-Yong Son, Hoon Hur, Sang-Uk Han","IJS 2023","CT Analysis | Risk Prediction | Clinical AI","MMAI Lab","","","","https://journals.lww.com/international-journal-of-surgery/fulltext/2023/12000/deep_learning_using_computed_tomography_to.39.aspx","FALSE","",""
"TRUE","biomedical-bapub1-robust-asymmetric-loss-for-multi-label-lon","industrial_and_medical_ai","published","Robust Asymmetric Loss for Multi-Label Long-Tailed Learning","2023-08-10","Wongi Park, Inhyuk Park, Sungeun Kim, Jongbin Ryu","ICCVW 2023","Long-tailed Learning | Multi-label Classification | Robust Loss","MMAI Lab","","","https://github.com/kalelpark/RAL","https://openaccess.thecvf.com/content/ICCV2023W/CVAMD/html/Park_Robust_Asymmetric_Loss_for_Multi-Label_Long-Tailed_Learning_ICCVW_2023_paper.html","FALSE","",""
"TRUE","hei-publications-gvcci-lifelong-learning-of-visual-grounding-for-language-guided-robotic-manipulation","robot_learning","published","GVCCI: Lifelong Learning of Visual Grounding for Language-Guided Robotic Manipulation","2023-01-01","Junghyun Kim, Gi-Cheon Kang*, Jaein Kim*, Suyeon Shin, Byoung-Tak Zhang","IROS 2023","","HEI Lab","","","","https://ieeexplore.ieee.org/document/10342021","FALSE","IROS 2023 publication from HEI Lab.",""
"TRUE","hei-publications-the-dialog-must-go-on-improving-visual-dialog-via-generative-self-training","computer_vision_and_learning_algorithms","published","The Dialog Must Go On: Improving Visual Dialog via Generative Self-Training","2023-01-01","Gi-Cheon Kang, Sungdong Kim*, Jin-Hwa Kim*, Donghyun Kwak*, Byoung-Tak Zhang","CVPR 2023","","HEI Lab","","","","https://ieeexplore.ieee.org/document/10203535","FALSE","CVPR 2023 publication from HEI Lab.",""
"TRUE","iknow-publications-gta-gated-toxicity-avoidance-for-lm-performance-preservation","efficient_learning_for_llms","published","GTA: Gated Toxicity Avoidance for LM Performance Preservation","2023-01-01","Heegyu Kim, Hyunsouk Cho","Findings of EMNLP 2023","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","Findings of EMNLP 2023 publication from iKnow Lab.",""
"TRUE","iknow-publications-outlier-aware-cross-market-product-recommendation","efficient_learning_for_llms","published","Outlier-aware Cross-Market Product Recommendation","2023-01-01","HyeoungGuk Kang, Donghoon Lee, Hyunsouk Cho","BigComp 2023","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","BigComp 2023 publication from iKnow Lab.",""
"TRUE","sail-publications-diff-hiervc-diffusion-based-hierarchical-voice-conversion-with-robust-pitch-generation-and-masked-prior-for-zero-shot-speaker-adaptation","efficient_learning_for_llms","published","Diff-HierVC: Diffusion-based Hierarchical Voice Conversion with Robust Pitch Generation and Masked Prior for Zero-shot Speaker Adaptation","2023-01-01","H.-Y. Choi, S.-H. Lee, and S.-W. Lee","Interspeech 2023","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","Interspeech 2023 publication from SAIL.",""
"TRUE","sail-publications-hiervst-hierarchical-adaptive-zero-shot-voice-style-transfer","efficient_learning_for_llms","published","HierVST: Hierarchical Adaptive Zero-shot Voice Style Transfer","2023-01-01","S.-H. Lee *, H.-Y. Choi*, H.-S. Oh, and S.-W. Lee","Interspeech 2023","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","Interspeech 2023 publication from SAIL.",""
"TRUE","sail-publications-pausespeech-natural-speech-synthesis-via-pre-trained-language-model-and-pause-based-prosody-modeling","computer_vision_and_learning_algorithms","published","PauseSpeech: Natural Speech Synthesis via Pre-trained Language Model and Pause-based Prosody Modeling","2023-01-01","J.-S. Hwang, S.-H. Lee, and S.-W. Lee","ACPR 2023","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","ACPR 2023 publication from SAIL.",""
"TRUE","iknow-publications-fpadametric-false-positive-aware-adaptive-metric-learning-for-session-based-recommendation","efficient_learning_for_llms","published","FPAdaMetric: False-positive-aware Adaptive Metric Learning for Session-based Recommendation","2022-01-01","Jongwon Jeong, Jeong Choi, Hyunsouk Cho , Sehee Chung","AAAI 2022","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","AAAI 2022 publication from iKnow Lab.",""
"TRUE","sail-publications-duration-controllable-voice-conversion-via-phoneme-based-information-bottleneck","efficient_learning_for_llms","published","Duration Controllable Voice Conversion via Phoneme-based Information Bottleneck","2022-01-01","S.-H. Lee, H.-R. Noh, W. Nam, and S.-W. Lee","IEEE TASLP 2022","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","IEEE TASLP 2022 publication from SAIL.",""
"TRUE","sail-publications-emoq-tts-emotion-intensity-quantization-for-fine-grained-controllable-emotional-text-to-speech","efficient_learning_for_llms","published","EmoQ-TTS: Emotion Intensity Quantization for Fine-Grained Controllable Emotional Text-to-Speech","2022-01-01","C.-B. Im, S.-H. Lee, and S.-W. Lee","ICASSP 2022","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","ICASSP 2022 publication from SAIL.",""
"TRUE","sail-publications-fre-gan-2-fast-and-efficient-frequency-consistent-audio-synthesis","efficient_learning_for_llms","published","Fre-GAN 2: Fast and Efficient Frequency-consistent Audio Synthesis","2022-01-01","S.-H. Lee, J.-H. Kim, G.-E. Lee, and S.-W. Lee","ICASSP 2022","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","ICASSP 2022 publication from SAIL.",""
"TRUE","sail-publications-hierspeech-bridging-the-gap-between-text-and-speech-by-hierarchical-variational-inference-using-self-supervised-representations-for-speech-synthesis","efficient_learning_for_llms","published","HierSpeech: Bridging the Gap between Text and Speech by Hierarchical Variational Inference using Self-supervised Representations for Speech Synthesis","2022-01-01","S.-H. Lee, S.-B. Kim, J.-H. Lee, E. Song, M.-J. Hwang, and S.-W. Lee","NeurIPS 2022","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","NeurIPS 2022 publication from SAIL.",""
"TRUE","sail-publications-pvae-tts-progressively-style-adaptive-text-to-speech-via-progressive-variaional-autoencoder","efficient_learning_for_llms","published","PVAE-TTS: Progressively Style Adaptive Text-to-Speech via Progressive Variaional Autoencoder","2022-01-01","J.-H. Lee, S.-H. Lee, J.-H. Kim, and S.-W. Lee","ICASSP 2022","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","ICASSP 2022 publication from SAIL.",""
"TRUE","sail-publications-stylevc-non-parallel-voice-conversion-with-adversarial-style-generalization","computer_vision_and_learning_algorithms","published","StyleVC: Non-Parallel Voice Conversion with Adversarial Style Generalization","2022-01-01","I. Hwang, S.-H. Lee, and S.-W. Lee","ICPR 2022","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","ICPR 2022 publication from SAIL.",""
"TRUE","cvl-publications-dual-aggregated-feature-pyramid-network-for-multi-label-classification","computer_vision_and_learning_algorithms","published","Dual Aggregated Feature Pyramid Network for Multi Label Classification","2021-01-01","Dongjoo Yun, Jongbin Ryu*, Jongwoo Lim (*corresponding author)","Pattern Recognition 2021","","MMAI Lab","","","","https://www.sciencedirect.com/science/article/abs/pii/S016786552100026X","FALSE","Pattern Recognition 2021 publication from MMAI Lab.",""
"TRUE","cvl-publications-unsupervised-feature-learning-for-self-tuning-neural-networks","industrial_and_medical_ai","published","Unsupervised Feature Learning for Self-Tuning Neural Networks","2021-01-01","Jongbin Ryu, Ming-Hsuan Yang, Jongwoo Lim","Neural Networks 2021","","MMAI Lab","","","","https://faculty.ucmerced.edu/mhyang/papers/neural_networks2021.pdf","FALSE","Neural Networks 2021 publication from MMAI Lab.",""
"TRUE","hei-publications-attend-what-you-need-motion-appearance-synergistic-networks-for-video-question-answering","efficient_learning_for_llms","published","Attend What You Need: Motion-Appearance Synergistic Networks for Video Question Answering","2021-01-01","Ahjeong Seo, Gi-Cheon Kang, Joonhan Park, Byoung-Tak Zhang","ACL 2021","","HEI Lab","","","","https://aclanthology.org/2021.acl-long.481","FALSE","ACL 2021 publication from HEI Lab.",""
"TRUE","hei-publications-reasoning-visual-dialog-with-sparse-graph-learning-and-knowledge-transfer","efficient_learning_for_llms","published","Reasoning Visual Dialog with Sparse Graph Learning and Knowledge Transfer","2021-01-01","Gi-Cheon Kang, Junseok Park, Hwaran Lee, Byoung-Tak Zhang*, Jin-Hwa Kim*","EMNLP 2021","","HEI Lab","","","","https://aclanthology.org/2021.findings-emnlp.31","FALSE","EMNLP 2021 publication from HEI Lab.",""
"TRUE","iknow-publications-one-step-pixel-level-perturbation-based-saliency-detector","computer_vision_and_learning_algorithms","published","One-Step Pixel-Level Perturbation-Based Saliency Detector","2021-01-01","Vinnam Kim, Hyunsouk Cho , Sehee Chung","BMVC 2021","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","BMVC 2021 publication from iKnow Lab.",""
"TRUE","iknow-publications-self-supervised-multimodal-opinion-summarization","efficient_learning_for_llms","published","Self-Supervised Multimodal Opinion Summarization","2021-01-01","Jinbae Im, Moonki Kim, Hoyoep Lee, Hyunsouk Cho , Sehee Chung","ACL 2021","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","ACL 2021 publication from iKnow Lab.",""
"TRUE","sail-publications-fre-gan-adversarial-frequency-consistent-audio-synthesis","efficient_learning_for_llms","published","Fre-GAN: Adversarial Frequency-consistent Audio Synthesis","2021-01-01","J.-H. Kim, S.-H. Lee, J.-H. Lee, and S.-W. Lee","Interspeech 2021","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","Interspeech 2021 publication from SAIL.",""
"TRUE","sail-publications-gc-tts-few-shot-speaker-adaptation-with-geometric-constraints","industrial_and_medical_ai","published","GC-TTS: Few-shot Speaker Adaptation with Geometric Constraints","2021-01-01","J.-H. Kim, S.-H. Lee, J.-H. Lee, H.-G. Jung, and S.-W. Lee","SMC 2021","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","SMC 2021 publication from SAIL.",""
"TRUE","sail-publications-multi-spectrogan-high-diversity-and-high-fidelity-spectrogram-generation-with-adversarial-style-combination-for-speech-synthesis","efficient_learning_for_llms","published","Multi-SpectroGAN: High-Diversity and High-Fidelity Spectrogram Generation with Adversarial Style Combination for Speech Synthesis","2021-01-01","S.-H. Lee, H.-W. Yoon, H.-R. Noh, J.-H. Kim, and S.-W. Lee","AAAI 2021","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","AAAI 2021 publication from SAIL.",""
"TRUE","sail-publications-reinforce-aligner-reinforcement-alignment-search-for-robust-end-to-end-text-to-speech","efficient_learning_for_llms","published","Reinforce-Aligner: Reinforcement Alignment Search for Robust End-to-End Text-to-Speech","2021-01-01","H. Chung, S.-H. Lee, and S.-W. Lee","Interspeech 2021","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","Interspeech 2021 publication from SAIL.",""
"TRUE","sail-publications-voicemixer-adversarial-voice-style-mixup","efficient_learning_for_llms","published","VoiceMixer: Adversarial Voice Style Mixup","2021-01-01","S.-H. Lee, J.-H. Kim, H. Chung, and S.-W. Lee","NeurIPS 2021","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","NeurIPS 2021 publication from SAIL.",""
"TRUE","cvl-publications-deep-learning-algorithms-for-detecting-and-visualising-intussusception-on-plain-abdominal-radiography-in-children-a-retrospective-multicenter-study","industrial_and_medical_ai","published","Deep Learning Algorithms for Detecting and Visualising Intussusception on Plain Abdominal Radiography in Children: A Retrospective Multicenter Study","2020-01-01","Gitaek Kwon*, Jongbin Ryu*, Jaehoon Oh, Jongwoo Lim, Bo-kyeong Kang, Chiwon Ahn, Junwon Bae, Dong Keon Lee (*co-first author)","Sci Rep 2020","","MMAI Lab","","","","https://www.nature.com/articles/s41598-020-74653-1.pdf","FALSE","Sci Rep 2020 publication from MMAI Lab.",""
"TRUE","hei-publications-label-propagation-adaptive-resonance-theory-for-semi-supervised-continuous-learning","efficient_learning_for_llms","published","Label Propagation Adaptive Resonance Theory for Semi-Supervised Continuous Learning","2020-01-01","Taehyeong Kim, Injune Hwang, Gi-Cheon Kang, Won-Seok Choi, Hyunseo Kim, Byoung-Tak Zhang","ICASSP 2020","","HEI Lab","","","","https://ieeexplore.ieee.org/document/9054655","FALSE","ICASSP 2020 publication from HEI Lab.",""
"TRUE","iknow-publications-cities-contextual-inference-of-tail-item-embeddings-for-sequential-recommendation","efficient_learning_for_llms","published","CITIES: Contextual Inference of Tail-item Embeddings for Sequential Recommendation","2020-01-01","Seongwon Jang, Hoyeop Lee, Hyunsouk Cho , Sehee Chung","ICDM 2020","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","ICDM 2020 publication from iKnow Lab.",""
"TRUE","iknow-publications-squad2-cr-semi-supervised-annotation-for-cause-and-rationales-for-unanswerability-in-squad-2-0","efficient_learning_for_llms","published","SQuAD2-CR: Semi-supervised Annotation for Cause and Rationales for Unanswerability in SQuAD 2.0","2020-01-01","Gyeongbok Lee, Seung-won Hwang, Hyunsouk Cho","LREC 2020","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","LREC 2020 publication from iKnow Lab.",""
"TRUE","sail-publications-audio-dequantization-for-high-fidelity-audio-generation-in-flow-based-neural-vocoder","efficient_learning_for_llms","published","Audio Dequantization for High Fidelity Audio Generation in Flow-based Neural Vocoder","2020-01-01","H.-W. Yoon, S.-H. Lee, H.-R. Noh, and S.-W. Lee","Interspeech 2020","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","Interspeech 2020 publication from SAIL.",""
"TRUE","hei-publications-dual-attention-networks-for-visual-reference-resolution-in-visual-dialog","efficient_learning_for_llms","published","Dual Attention Networks for Visual Reference Resolution in Visual Dialog","2019-01-01","Gi-Cheon Kang, Jaeseo Lim, Byoung-Tak Zhang","EMNLP 2019","","HEI Lab","","","","https://aclanthology.org/D19-1209","FALSE","EMNLP 2019 publication from HEI Lab.",""
"TRUE","iknow-publications-melu-meta-learned-user-preference-estimator-for-cold-start-recommendation","efficient_learning_for_llms","published","MeLU: Meta-Learned User Preference Estimator for Cold-start Recommendation","2019-01-01","Hoyeop Lee, Jinbae Im, Seongwon Jang, Hyunsouk Cho , Sehee Chung","KDD 2019","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","KDD 2019 publication from iKnow Lab.",""
"TRUE","sail-publications-learning-machines-can-curl-adaptive-deep-reinforcement-learning-enables-the-robot-curly-to-win-against-human-players-in-an-icy-world","efficient_learning_for_llms","published","Learning Machines Can Curl - Adaptive deep reinforcement learning enables the robot Curly to win against human players in an icy world","2019-01-01","D.-O. Won, S.-H. Lee, K.-R. Muller, and S.-W. Lee","NeurIPS 2019","","SAIL","","","","https://sites.google.com/view/speechailab/publication","FALSE","NeurIPS 2019 publication from SAIL.",""
"TRUE","iknow-publications-machine-translated-knowledge-transfer-for-commonsense-causal-reasoning","efficient_learning_for_llms","published","Machine-Translated Knowledge Transfer for Commonsense Causal Reasoning","2018-01-01","Jinyoung Yeo, Gengyu Wang, Hyunsouk Cho , Seungtaek Choi, Seung-won Hwang","AAAI 2018","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","AAAI 2018 publication from iKnow Lab.",""
"TRUE","iknow-publications-prefer-prediction-model-for-financial-entity-relation","efficient_learning_for_llms","published","PREFER: PREdiction Model for Financial Entity Relation","2018-01-01","Hoyeop Lee, Jongseon Park, Hyungjun Kim, Hyunsouk Cho , Geonsoo Kim","FEIII Workshop 2018","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","FEIII Workshop 2018 publication from iKnow Lab.",""
"TRUE","iknow-publications-visual-choice-of-plausible-alternatives-an-evaluation-of-image-based-commonsense-causal-reasoning","efficient_learning_for_llms","published","Visual Choice of Plausible Alternatives: An Evaluation of Image-based Commonsense Causal Reasoning","2018-01-01","Jinyoung Yeo, Geongbok Lee, Gengyu Wang, Seungtaek Choi, Hyunsouk Cho , Reinald Kim Amplayo, Seung-won Hwang","LREC 2018","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","LREC 2018 publication from iKnow Lab.",""
"TRUE","iknow-publications-gradable-adjective-embedding-for-commonsense-knowledge","efficient_learning_for_llms","published","Gradable Adjective Embedding for Commonsense Knowledge","2017-01-01","Kyungjae Lee, Hyunsouk Cho , Seung-won Hwang","PAKDD 2017","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","PAKDD 2017 publication from iKnow Lab.",""
"TRUE","iknow-publications-multimodal-kb-harvesting-for-emerging-spatial-entities","efficient_learning_for_llms","published","Multimodal KB Harvesting for Emerging Spatial Entities","2017-01-01","Jinyoung Yeo, Hyunsouk Cho , Jinwoo Park, Seung-won Hwang","TKDE 2017","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","TKDE 2017 publication from iKnow Lab.",""
"TRUE","iknow-publications-understanding-relations-using-concepts-and-semantics","efficient_learning_for_llms","published","Understanding Relations using Concepts and Semantics","2017-01-01","Jouyon Park, Hyunsouk Cho , Seung-won Hwang","FEIII Workshop 2017","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","FEIII Workshop 2017 publication from iKnow Lab.",""
"TRUE","iknow-publications-eco-entity-level-captioning-in-context","efficient_learning_for_llms","published","ECO: Entity-level Captioning in Context","2016-01-01","Hyunsouk Cho , Seung-won Hwang","ASONAM 2016","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","ASONAM 2016 publication from iKnow Lab.",""
"TRUE","iknow-publications-event-grounding-from-multimodal-social-network-fusion","efficient_learning_for_llms","published","Event Grounding from Multimodal Social Network Fusion","2016-01-01","{ Hyunsouk Cho , Jingyoung Yeo}, Seung-won Hwang","ICDM 2016","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","ICDM 2016 publication from iKnow Lab.",""
"TRUE","iknow-publications-skill-ontology-based-model-for-quality-assurance-in-crowdsourcing","efficient_learning_for_llms","published","Skill Ontology-based Model for Quality Assurance in Crowdsourcing","2014-01-01","Kinda El Maarry, Wolf-Tilo Balke, Hyunsouk Cho , Seung-won Hwang, Yukino Baba","DASFAA Workshop 2014","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","DASFAA Workshop 2014 publication from iKnow Lab.",""
"TRUE","iknow-publications-hybrid-entity-clustering-using-crowds-and-data","efficient_learning_for_llms","published","Hybrid Entity Clustering using crowds and data","2013-01-01","Jongwuk Lee, Hyunsouk Cho , Jinwoo Park, Youngrok Cha, Seung-won Hwang, Z Nie, JR Wen","VLDB 2013","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","VLDB 2013 publication from iKnow Lab.",""
"TRUE","iknow-publications-toward-scalable-indexing-for-top-k-queries","efficient_learning_for_llms","published","Toward Scalable Indexing for Top-k Queries","2013-01-01","Jongwuk Lee, Hyunsouk Cho , Sunyou Lee, Seung-won Hwang","TKDE 2013","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","TKDE 2013 publication from iKnow Lab.",""
"TRUE","iknow-publications-efficient-dual-resolution-layer-indexing-for-top-k-queries","efficient_learning_for_llms","published","Efficient Dual-Resolution Layer Indexing for Top-k Queries","2012-01-01","Jongwuk Lee, Hyunsouk Cho , Seung-won Hwang","ICDE 2012","","iKnow Lab","","","","https://iknow.ajou.ac.kr/publications/","FALSE","ICDE 2012 publication from iKnow Lab.",""
